0_att.png,1
1_att.png,0
2_att.png,1
3_att.png,1
4_att.png,0
5_att.png,1
6_att.png,1
7_att.png,0
8_att.png,0
9_att.png,1
10_att.png,0
11_att.png,2
12_att.png,2
13_att.png,1
14_att.png,2
15_att.png,1
16_att.png,2
17_att.png,0
18_att.png,2
19_att.png,2
20_att.png,2
21_att.png,1
22_att.png,0
23_att.png,2
24_att.png,2
25_att.png,1
26_att.png,0
27_att.png,1
28_att.png,1
29_att.png,1
30_att.png,2
31_att.png,0
32_att.png,1
33_att.png,2
34_att.png,1
35_att.png,1
36_att.png,2
37_att.png,2
38_att.png,1
39_att.png,2
40_att.png,2
41_att.png,2
42_att.png,1
43_att.png,2
44_att.png,1
45_att.png,1
46_att.png,0
47_att.png,0
48_att.png,2
49_att.png,0
50_att.png,1
51_att.png,2
52_att.png,1
53_att.png,1
54_att.png,1
55_att.png,0
56_att.png,0
57_att.png,0
58_att.png,2
59_att.png,1
60_att.png,0
61_att.png,1
62_att.png,0
63_att.png,0
64_att.png,2
65_att.png,1
66_att.png,0
67_att.png,0
68_att.png,1
69_att.png,0
70_att.png,0
71_att.png,1
72_att.png,1
73_att.png,0
74_att.png,1
75_att.png,1
76_att.png,2
77_att.png,2
78_att.png,0
79_att.png,1
80_att.png,2
81_att.png,0
82_att.png,1
83_att.png,2
84_att.png,0
85_att.png,1
86_att.png,1
87_att.png,2
88_att.png,0
89_att.png,1
90_att.png,0
91_att.png,1
92_att.png,2
93_att.png,2
94_att.png,1
95_att.png,0
96_att.png,0
97_att.png,1
98_att.png,0
99_att.png,1
100_att.png,2
101_att.png,2
102_att.png,1
103_att.png,0
104_att.png,2
105_att.png,0
106_att.png,1
107_att.png,0
108_att.png,0
109_att.png,1
110_att.png,2
111_att.png,1
112_att.png,0
113_att.png,1
114_att.png,0
115_att.png,2
116_att.png,0
117_att.png,1
118_att.png,2
119_att.png,1
120_att.png,1
121_att.png,2
122_att.png,2
123_att.png,0
124_att.png,0
125_att.png,0
126_att.png,2
127_att.png,1
128_att.png,1
129_att.png,1
130_att.png,2
131_att.png,1
132_att.png,2
133_att.png,1
134_att.png,2
135_att.png,1
136_att.png,1
137_att.png,2
138_att.png,0
139_att.png,2
140_att.png,2
141_att.png,0
142_att.png,1
143_att.png,0
144_att.png,0
145_att.png,1
146_att.png,1
147_att.png,1
148_att.png,1
149_att.png,1
150_att.png,1
151_att.png,0
152_att.png,2
153_att.png,1
154_att.png,2
155_att.png,0
156_att.png,1
157_att.png,0
158_att.png,2
159_att.png,1
160_att.png,1
161_att.png,0
162_att.png,0
163_att.png,0
164_att.png,1
165_att.png,1
166_att.png,2
167_att.png,0
168_att.png,1
169_att.png,1
170_att.png,0
171_att.png,1
172_att.png,0
173_att.png,2
174_att.png,0
175_att.png,2
176_att.png,1
177_att.png,0
178_att.png,1
179_att.png,1
180_att.png,2
181_att.png,0
182_att.png,1
183_att.png,0
184_att.png,1
185_att.png,1
